index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
Bombay_91,7,"[39.424, 36.064, 184.576, 158.592]","[73, 77, 81, 72]",0.19923287831670433
boxer_68,8,"[59.584, 41.928, 135.296, 144.704]","[98, 48, 70, 76]",0.27173534976904673
american_bulldog_70,1,"[24.192, 29.792, 133.952, 157.248]","[51, 100, 76, 73]",0.2633917207794418
basset_hound_80,3,"[37.0, 78.848, 101.696, 83.776]","[81, 80, 67, 58]",0.3693841747587919
Persian_272,23,"[30.270270270270274, 37.513513513513516, 190.2702702702703, 152.21621621621622]","[38, 43, 66, 60]",0.13672984730113633
Ragdoll_208,6,"[10.224066390041495, 12.929460580912863, 213.7759336099585, 196.11618257261412]","[22, 30, 71, 67]",0.11346473641711731
Sphynx_95,33,"[28.448, 0.448, 134.848, 170.24]","[58, 31, 72, 76]",0.2383636178723981
Siamese_94,32,"[60.928000000000004, 35.616, 137.088, 159.936]","[72, 64, 75, 70]",0.23944933365503063
Maine_Coon_53,20,"[63.392, 20.608, 84.224, 191.744]","[80, 39, 61, 83]",0.31350919371091546
Abyssinian_204,0,"[35.21333333333333, 26.880000000000003, 141.86666666666667, 192.64000000000001]","[89, 49, 72, 87]",0.22920543676466912
shiba_inu_53,31,"[85.12, 60.744, 138.88, 113.792]","[82, 67, 71, 66]",0.2798414159019204
Bombay_24,7,"[25.200000000000003, 50.800000000000004, 181.60000000000002, 167.20000000000002]","[144, 60, 57, 56]",0.10512615138165797
leonberger_59,19,"[102.144, 28.0, 89.60000000000001, 130.816]","[110, 69, 71, 69]",0.4179636992853648
shiba_inu_204,4,"[50.176, 58.056, 67.2, 115.136]","[51, 67, 66, 68]",0.5800593583736997
chihuahua_59,10,"[24.192, 37.0, 124.544, 148.736]","[45, 88, 78, 75]",0.3158035142146917
chihuahua_31,21,"[95.24000000000001, 46.144, 64.06400000000001, 159.04]","[95, 76, 68, 78]",0.47609686185105476
newfoundland_195,22,"[65.856, 67.912, 157.248, 117.376]","[67, 72, 74, 75]",0.3006966206427766
english_cocker_spaniel_29,12,"[37.0, 0.0, 148.288, 224.0]","[70, 60, 115, 80]",0.27697068253283186
chihuahua_19,1,"[33.152, 18.648, 190.4, 197.568]","[58, 88, 72, 69]",0.13206813337579928
scottish_terrier_70,30,"[48.448, 8.064, 126.784, 215.488]","[86, 18, 70, 70]",0.17935295651726746
miniature_pinscher_44,21,"[96.32000000000001, 32.032, 56.448, 110.656]","[85, 40, 70, 71]",0.5559834848169771
newfoundland_198,22,"[15.232000000000001, 31.36, 166.656, 165.76]","[24, 67, 86, 83]",0.2583900890892538
scottish_terrier_81,30,"[42.336, 34.944, 132.608, 141.12]","[98, 54, 76, 72]",0.29240702072334723
english_cocker_spaniel_37,12,"[54.472, 21.504, 115.136, 190.4]","[67, 37, 70, 76]",0.24267975672759376
miniature_pinscher_81,0,"[43.456, 54.576, 112.896, 102.592]","[66, 57, 83, 76]",0.5446275840862442
Ragdoll_235,6,"[45.54666666666667, 45.17333333333333, 123.94666666666667, 107.52000000000001]","[46, 69, 69, 65]",0.3365412783147897
pomeranian_6,24,"[0.896, 37.448, 223.104, 149.184]","[63, 75, 90, 80]",0.2163230971320472
newfoundland_32,22,"[38.448, 0.0, 146.94400000000002, 210.56]","[76, 26, 86, 86]",0.23903922541382921
Egyptian_Mau_45,11,"[43.92888888888889, 100.05333333333333, 113.99111111111111, 91.09333333333333]","[66, 98, 76, 79]",0.5548397762615536
yorkshire_terrier_194,36,"[72.352, 61.376000000000005, 92.736, 144.256]","[83, 67, 73, 70]",0.38197826783517436
american_pit_bull_terrier_202,2,"[59.733333333333334, 69.06666666666666, 108.26666666666667, 116.48]","[50, 59, 73, 74]",0.2895785869201586
wheaten_terrier_6,35,"[38.08, 83.592, 142.912, 84.672]","[70, 76, 77, 76]",0.4152401234910822
yorkshire_terrier_35,36,"[7.6160000000000005, 37.0, 194.88, 147.84]","[63, 64, 94, 75]",0.24469770274881109
newfoundland_51,22,"[54.656, 51.784, 95.872, 129.024]","[83, 58, 73, 72]",0.38092310380531386
great_pyrenees_36,15,"[130.368, 114.464, 93.632, 56.896]","[35, 56, 81, 72]",0.0
Bengal_36,5,"[56.896, 94.304, 90.496, 48.832]","[86, 89, 67, 64]",0.5250982127371376
shiba_inu_65,4,"[77.28, 136.192, 30.912, 66.752]","[66, 118, 80, 73]",0.27285662702272856
Ragdoll_203,6,"[43.73101952277657, 40.03470715835141, 118.07375271149674, 152.08676789587852]","[88, 42, 67, 63]",0.23505557444068328
British_Shorthair_270,9,"[0.0, 75.78666666666666, 223.25333333333333, 108.26666666666667]","[141, 84, 83, 70]",0.23769537591497375
saint_bernard_69,28,"[74.368, 53.984, 143.808, 98.56]","[152, 51, 72, 60]",0.2563132099219991
pug_2,25,"[46.512, 4.48, 115.136, 190.848]","[75, 68, 72, 68]",0.22281409412562087
saint_bernard_7,28,"[71.232, 51.784, 103.936, 133.952]","[69, 46, 69, 66]",0.27812122792943866
beagle_94,4,"[82.88, 80.00800000000001, 56.448, 98.56]","[81, 65, 73, 68]",0.39692198980181276
basset_hound_28,3,"[2.688, 40.24, 112.0, 41.216]","[37, 89, 66, 61]",0.0
keeshond_26,18,"[102.368, 119.616, 93.184, 96.768]","[102, 124, 81, 72]",0.6419372326906871
english_setter_199,13,"[22.400000000000002, 28.024, 201.15200000000002, 185.024]","[65, 56, 72, 86]",0.16637134477598586
japanese_chin_94,17,"[83.776, 54.432, 139.328, 138.43200000000002]","[74, 57, 83, 70]",0.2566462086953541
leonberger_71,19,"[1.0, 8.064, 203.84, 202.048]","[115, 30, 74, 66]",0.1185855272154426
newfoundland_199,22,"[57.792, 37.0, 70.336, 148.736]","[55, 78, 71, 73]",0.4668578217559793
american_bulldog_77,1,"[64.96000000000001, 70.152, 159.04, 115.584]","[76, 87, 94, 69]",0.3528359734820885
wheaten_terrier_84,35,"[39.872, 28.0, 184.12800000000001, 168.0]","[71, 59, 73, 78]",0.1840722602909777
Russian_Blue_55,27,"[55.104, 50.44, 150.528, 120.96000000000001]","[73, 57, 60, 62]",0.20430729335384945
Russian_Blue_35,27,"[32.256, 65.224, 191.744, 105.28]","[63, 92, 78, 66]",0.25501802555382863
basset_hound_5,3,"[21.952, 40.992000000000004, 108.864, 146.048]","[63, 118, 64, 74]",0.27246789867199855
miniature_pinscher_51,21,"[82.432, 48.2, 78.4, 135.744]","[85, 72, 70, 70]",0.4604255068363979
yorkshire_terrier_71,18,"[87.36, 78.624, 70.784, 82.432]","[77, 90, 78, 66]",0.6848436355801939
japanese_chin_78,17,"[63.168, 48.16, 144.704, 147.392]","[68, 57, 82, 74]",0.2845057996002752
British_Shorthair_241,9,"[6.720000000000001, 57.86666666666667, 193.38666666666668, 73.17333333333333]","[31, 71, 64, 70]",0.2598398298740596
havanese_58,15,"[31.408, 49.28, 162.17600000000002, 174.272]","[77, 71, 71, 77]",0.1934349181466249
havanese_200,16,"[35.84, 37.448, 170.24, 148.288]","[106, 90, 76, 74]",0.22278076638510386
Maine_Coon_76,20,"[47.752, 20.608, 137.088, 203.392]","[79, 47, 79, 79]",0.22383132998059724
beagle_200,4,"[8.96, 61.192, 185.024, 123.2]","[38, 72, 82, 80]",0.28778295381546853
newfoundland_200,22,"[65.408, 69.70400000000001, 97.664, 102.592]","[97, 64, 84, 74]",0.38492007042357895
Birman_52,32,"[79.744, 82.656, 109.76, 101.248]","[80, 84, 71, 61]",0.3897244315145238
Russian_Blue_73,27,"[16.576, 66.568, 139.776, 110.208]","[94, 65, 67, 68]",0.26185981673212727
staffordshire_bull_terrier_97,1,"[70.6, 27.776, 98.56, 163.968]","[83, 35, 75, 72]",0.3341442295994404
basset_hound_81,3,"[31.448, 13.44, 159.936, 210.56]","[82, 36, 77, 76]",0.1737729666334619
beagle_198,14,"[38.792, 2.688, 141.12, 208.32]","[71, 30, 77, 72]",0.18858349791529516
Birman_34,6,"[59.136, 42.824, 164.864, 142.912]","[79, 76, 70, 70]",0.20797041110126754
american_pit_bull_terrier_43,34,"[55.775999999999996, 22.400000000000002, 140.224, 198.016]","[70, 26, 70, 71]",0.17899205485831593
scottish_terrier_72,30,"[41.480000000000004, 16.128, 113.792, 160.832]","[85, 38, 68, 69]",0.25637390015115996
newfoundland_37,14,"[29.568, 46.816, 194.43200000000002, 149.184]","[92, 61, 81, 71]",0.1982683427867348
Egyptian_Mau_219,11,"[115.5, 32.5, 88.5, 121.5]","[70, 55, 117, 76]",0.3823865735446757
chihuahua_64,10,"[67.31175059952038, 20.412470023980816, 78.96402877697841, 149.8705035971223]","[67, 31, 72, 78]",0.4715260245015828
Bengal_82,5,"[25.536, 7.168, 158.592, 213.696]","[143, 143, 1, 5]",0.00014753407403539888
english_setter_26,13,"[69.256, 16.576, 114.24000000000001, 207.424]","[81, 39, 67, 69]",0.19509524922279925
samoyed_88,29,"[70.336, 69.152, 100.8, 119.168]","[96, 63, 74, 72]",0.39084002107772026
miniature_pinscher_8,21,"[0.0, 28.0, 153.216, 166.656]","[57, 82, 81, 78]",0.24743124913377915
Bengal_74,5,"[43.904, 28.72, 173.824, 170.68800000000002]","[73, 104, 69, 64]",0.14883886016457074
shiba_inu_30,31,"[64.06400000000001, 61.192, 96.768, 124.096]","[94, 69, 68, 71]",0.3924320165688572
newfoundland_69,22,"[14.48, 0.448, 193.088, 223.552]","[80, 39, 88, 84]",0.17124902772067171
english_setter_86,13,"[7.168, 44.472, 151.872, 141.568]","[46, 75, 46, 42]",0.08985956528348989
wheaten_terrier_61,35,"[27.776, 36.984, 116.48, 155.45600000000002]","[71, 50, 75, 71]",0.2852876595753345
german_shorthaired_29,14,"[31.648, 35.392, 158.592, 170.68800000000002]","[112, 45, 73, 90]",0.24270633033007677
beagle_40,4,"[0.448, 28.448, 213.248, 167.552]","[91, 78, 83, 74]",0.17189974371146474
leonberger_65,19,"[31.808, 56.672, 173.824, 116.928]","[73, 65, 69, 66]",0.22406022376067383
Siamese_59,32,"[0.0, 60.296, 220.416, 124.096]","[130, 65, 69, 68]",0.17153672081230134
Ragdoll_57,26,"[40.136, 51.072, 146.048, 169.792]","[74, 77, 79, 80]",0.25486150317484907
german_shorthaired_25,14,"[32.928, 3.584, 157.248, 219.52]","[70, 41, 89, 69]",0.17790160772576954
japanese_chin_3,17,"[44.60813704496788, 37.593147751606, 141.01927194860815, 149.65310492505353]","[90, 49, 71, 74]",0.24895787506504924
Bombay_86,7,"[39.00497512437811, 35.6865671641791, 133.17412935323384, 130.38805970149255]","[98, 48, 65, 64]",0.23957177013064634
saint_bernard_81,28,"[56.712, 42.112, 111.104, 181.44]","[67, 45, 72, 73]",0.2607309724965255
Persian_97,23,"[46.096000000000004, 12.096, 137.984, 199.36]","[58, 31, 66, 67]",0.16075037057359057
german_shorthaired_77,14,"[11.48, 20.608, 200.256, 203.392]","[54, 63, 103, 83]",0.20989201317593534
newfoundland_79,22,"[37.448, 22.400000000000002, 115.584, 201.6]","[69, 47, 75, 86]",0.27680342970521543
leonberger_7,19,"[52.416000000000004, 75.52799999999999, 94.528, 97.21600000000001]","[77, 70, 68, 70]",0.4583219446726934
great_pyrenees_45,15,"[54.208, 74.632, 169.344, 111.104]","[62, 70, 75, 75]",0.2754172883782982
japanese_chin_48,17,"[46.592, 61.448, 145.15200000000002, 100.352]","[110, 52, 81, 74]",0.34104192047218557
american_pit_bull_terrier_27,1,"[0.0, 41.856, 129.472, 149.184]","[34, 58, 76, 71]",0.2793661847356855
pug_39,25,"[80.00800000000001, 89.152, 77.952, 114.688]","[97, 80, 66, 70]",0.3765450160123687
Bengal_9,5,"[94.976, 72.84, 129.024, 113.34400000000001]","[89, 79, 70, 70]",0.29793617752150575
staffordshire_bull_terrier_29,1,"[132.76, 85.568, 47.936, 78.4]","[110, 69, 79, 82]",0.4417901445052061
samoyed_64,29,"[37.896, 8.512, 132.608, 211.008]","[82, 0, 72, 81]",0.1825242060280971
Siamese_83,32,"[27.328, 69.664, 169.344, 118.272]","[34, 92, 68, 65]",0.22068383104203682
shiba_inu_59,31,"[17.92, 57.608000000000004, 146.94400000000002, 128.576]","[84, 76, 68, 68]",0.2447406206044923
saint_bernard_51,28,"[0.0, 39.2, 210.56, 156.352]","[75, 59, 78, 73]",0.1729570024833685
havanese_3,16,"[37.448, 46.144, 141.568, 168.89600000000002]","[85, 58, 71, 72]",0.21379935187653273
Persian_263,23,"[27.34328358208955, 0.0, 170.50746268656718, 221.99402985074627]","[72, 45, 77, 74]",0.15053509402631535
basset_hound_40,3,"[40.768, 37.896, 163.968, 146.496]","[59, 65, 88, 76]",0.27842703231590926
chihuahua_87,21,"[68.096, 38.896, 101.696, 142.912]","[91, 69, 73, 75]",0.3767138220685371
saint_bernard_65,28,"[62.72, 32.480000000000004, 76.608, 153.216]","[66, 31, 78, 74]",0.4361731456276782
Siamese_54,6,"[24.192, 17.200000000000003, 199.808, 199.808]","[73, 63, 81, 69]",0.13999365880675302
american_pit_bull_terrier_47,2,"[44.128, 0.0, 136.192, 223.104]","[68, 41, 83, 86]",0.2349187002103473
Bengal_43,5,"[0.896, 56.192, 223.104, 107.52]","[35, 82, 117, 76]",0.3706831471293336
boxer_51,8,"[30.016000000000002, 61.192, 135.296, 124.544]","[59, 79, 76, 75]",0.33827280822996697
chihuahua_27,10,"[49.504000000000005, 0.896, 139.776, 206.528]","[86, 36, 73, 79]",0.19977374175412693
Bombay_7,7,"[25.088, 51.784, 101.696, 123.2]","[70, 52, 67, 67]",0.28792910770589936
german_shorthaired_38,14,"[79.112, 56.448, 106.624, 167.104]","[99, 65, 81, 90]",0.40915297323448724
japanese_chin_89,17,"[34.496, 45.472, 163.52, 105.28]","[17, 38, 79, 85]",0.24883917963317906
Egyptian_Mau_63,5,"[0.0, 72.352, 219.072, 111.552]","[116, 126, 40, 30]",0.04910401591340949
newfoundland_2,22,"[27.328, 38.344, 142.016, 142.016]","[89, 46, 66, 68]",0.22252473669064401
Siamese_69,32,"[42.56, 42.784, 98.11200000000001, 142.464]","[73, 52, 68, 68]",0.32869886441528773
Persian_79,23,"[38.344, 60.032000000000004, 108.864, 137.088]","[78, 61, 69, 66]",0.3051471360148998
shiba_inu_74,31,"[2.688, 28.448, 176.96, 166.208]","[97, 41, 68, 67]",0.1549018776707858
american_bulldog_34,1,"[60.744, 17.024, 93.184, 199.36]","[75, 22, 74, 66]",0.26290344762580914
British_Shorthair_98,9,"[37.928, 1.344, 153.66400000000002, 222.656]","[57, 33, 73, 78]",0.16642207247770552
basset_hound_64,3,"[25.136, 1.344, 155.45600000000002, 173.824]","[102, 26, 80, 71]",0.20573858594945812
basset_hound_92,3,"[54.576, 32.704, 105.72800000000001, 162.17600000000002]","[65, 42, 72, 74]",0.3107331693329078
Bombay_58,7,"[32.704, 80.864, 190.848, 114.688]","[79, 91, 64, 57]",0.16666685380137972
pomeranian_200,29,"[85.568, 92.06400000000001, 95.872, 73.024]","[71, 73, 86, 78]",0.44319384871738016
Birman_192,6,"[77.504, 64.776, 66.752, 119.168]","[74, 68, 74, 63]",0.49996585936765137
Egyptian_Mau_75,11,"[27.776, 47.088, 182.336, 114.24000000000001]","[78, 62, 99, 77]",0.36596141835112417
scottish_terrier_192,30,"[13.44, 41.032, 165.312, 120.96000000000001]","[68, 73, 84, 68]",0.2856551382974147
american_bulldog_30,1,"[42.824, 47.04, 136.64000000000001, 170.24]","[82, 67, 72, 69]",0.21357092232924227
leonberger_45,19,"[16.576, 37.896, 140.672, 148.288]","[60, 52, 71, 64]",0.21783349166248753
Birman_58,6,"[44.576, 2.24, 150.976, 213.696]","[84, 41, 71, 69]",0.1518459215190471
leonberger_46,19,"[97.664, 89.864, 76.608, 71.232]","[82, 76, 75, 77]",0.5004523310418755
British_Shorthair_29,9,"[5.376, 59.848, 138.88, 125.888]","[69, 70, 68, 75]",0.29170651873423
Maine_Coon_36,5,"[66.304, 93.44800000000001, 84.224, 65.408]","[65, 91, 68, 64]",0.7132593774966764
samoyed_62,29,"[19.712, 34.272, 203.84, 160.832]","[24, 32, 69, 68]",0.13767841432578265
Siamese_250,10,"[30.526315789473685, 42.94736842105263, 130.52631578947367, 120.42105263157895]","[108, 37, 72, 76]",0.21269045704618136
shiba_inu_25,31,"[67.2, 67.464, 90.048, 111.104]","[48, 56, 80, 73]",0.30912127305475556
basset_hound_192,3,"[0.0, 51.2, 224.0, 124.544]","[96, 80, 80, 69]",0.1978646674497137
Russian_Blue_236,27,"[58.24, 39.413333333333334, 132.90666666666667, 153.06666666666666]","[96, 68, 73, 72]",0.2583616003266201
american_pit_bull_terrier_33,1,"[56.448, 55.775999999999996, 115.136, 139.776]","[89, 55, 68, 64]",0.26627197638143324
american_bulldog_65,28,"[66.752, 80.904, 90.048, 104.384]","[99, 73, 68, 61]",0.29287714622960836
Siamese_257,6,"[0.0, 4.0, 224.0, 212.05333333333334]","[28, 40, 75, 79]",0.12473698216082206
english_cocker_spaniel_45,12,"[77.32, 42.56, 82.432, 158.144]","[79, 42, 78, 81]",0.47969518051134713
chihuahua_67,10,"[92.288, 61.64, 109.76, 115.584]","[115, 65, 76, 78]",0.46726836201970107
staffordshire_bull_terrier_45,1,"[38.528, 54.024, 79.744, 117.824]","[52, 56, 73, 72]",0.48294538698412026
Bengal_96,5,"[40.32, 41.44, 175.616, 154.112]","[65, 73, 68, 92]",0.23115122665701307
american_bulldog_74,1,"[38.448, 54.656, 132.16, 169.344]","[71, 72, 74, 75]",0.2479837021572148
boxer_29,8,"[0.0, 46.824, 199.36, 137.088]","[100, 62, 81, 72]",0.2133929414462414
Bombay_78,7,"[3.584, 66.976, 174.72, 115.584]","[107, 78, 69, 67]",0.22891990259878547
chihuahua_38,10,"[37.184, 5.376, 185.472, 218.624]","[42, 69, 134, 80]",0.2643739100534488
samoyed_75,29,"[37.896, 33.152, 147.84, 190.848]","[72, 56, 78, 67]",0.18522083529314415
Ragdoll_42,26,"[0.448, 38.448, 199.36, 147.84]","[91, 79, 76, 72]",0.18565904400575345
shiba_inu_52,31,"[44.800000000000004, 28.0, 102.592, 167.552]","[71, 43, 65, 67]",0.253352414060106
wheaten_terrier_90,35,"[60.032000000000004, 29.240000000000002, 102.144, 133.504]","[67, 35, 72, 75]",0.3959921901469878
pug_68,25,"[96.768, 78.664, 58.24, 76.16]","[79, 67, 73, 67]",0.48743233650232093
saint_bernard_43,28,"[14.784, 41.888, 149.632, 154.112]","[95, 50, 64, 67]",0.18594899664363726
wheaten_terrier_1,35,"[49.728, 28.896, 174.272, 166.208]","[72, 38, 82, 84]",0.23780095779884441
german_shorthaired_39,14,"[45.696, 69.144, 111.552, 103.04]","[91, 65, 81, 75]",0.3645807548461424
basset_hound_1,3,"[46.592, 47.304, 158.144, 120.06400000000001]","[67, 74, 84, 70]",0.30967903048496886
yorkshire_terrier_76,36,"[39.879999999999995, 0.448, 145.6, 168.0]","[64, 93, 72, 68]",0.2001569858712716
Ragdoll_92,26,"[0.448, 28.0, 223.552, 163.52]","[116, 82, 67, 60]",0.10997060517456494
saint_bernard_98,28,"[45.248, 67.912, 77.056, 71.68]","[64, 72, 70, 68]",0.6213464898500737
wheaten_terrier_52,35,"[58.856, 86.912, 112.0, 70.336]","[86, 71, 75, 79]",0.5216165040537835
Maine_Coon_48,26,"[65.408, 38.480000000000004, 156.352, 151.424]","[96, 56, 72, 74]",0.22504328616375596
newfoundland_59,22,"[56.712, 72.57600000000001, 106.624, 151.424]","[74, 81, 73, 76]",0.3436265937059524
american_pit_bull_terrier_55,2,"[47.752, 8.064, 131.712, 211.008]","[87, 44, 76, 69]",0.18868545240792275
British_Shorthair_44,9,"[21.344, 15.68, 142.464, 208.32]","[52, 41, 71, 74]",0.17703289344749873
american_pit_bull_terrier_91,13,"[77.056, 72.84, 82.432, 113.34400000000001]","[84, 69, 75, 77]",0.5697125597606152
saint_bernard_32,28,"[56.896, 52.232, 166.656, 133.952]","[71, 85, 75, 70]",0.2351739140067506
Maine_Coon_81,20,"[46.408, 6.272, 140.224, 217.728]","[74, 47, 78, 82]",0.20949411151278638
shiba_inu_32,31,"[62.048, 3.584, 125.888, 202.496]","[62, 18, 68, 69]",0.18390525113701908
saint_bernard_79,28,"[59.36, 57.792, 132.608, 166.208]","[81, 75, 85, 79]",0.3046662649201336
wheaten_terrier_96,35,"[56.896, 67.464, 107.52, 116.48]","[95, 67, 74, 74]",0.39584603330719537
beagle_75,4,"[0.0, 44.168, 224.0, 125.44]","[40, 71, 109, 77]",0.298698580994898
beagle_32,4,"[1.344, 37.0, 159.488, 147.392]","[79, 40, 75, 73]",0.23290681668529917
Sphynx_222,33,"[6.333333333333334, 7.777777777777778, 194.44444444444446, 216.22222222222223]","[79, 66, 97, 87]",0.20072206724416383
japanese_chin_54,17,"[75.712, 78.624, 89.60000000000001, 101.696]","[95, 74, 70, 77]",0.5369343405328156
wheaten_terrier_99,35,"[34.272, 27.328, 125.44, 161.28]","[36, 31, 70, 73]",0.2525831296060091
Maine_Coon_262,23,"[0.0, 10.96, 224.0, 197.12]","[78, 79, 75, 69]",0.1172010885320037
British_Shorthair_51,9,"[44.616, 4.48, 141.12, 219.52]","[67, 69, 72, 80]",0.18593443208187063
leonberger_9,19,"[24.64, 53.088, 168.448, 129.024]","[112, 55, 72, 62]",0.2053940342759444
Siamese_70,32,"[58.912, 20.16, 85.568, 189.504]","[73, 34, 72, 70]",0.3078782597467882
japanese_chin_76,17,"[4.48, 9.824, 215.488, 205.632]","[53, 43, 84, 78]",0.14786319933378758
english_setter_51,13,"[61.376000000000005, 85.384, 106.624, 100.8]","[74, 88, 66, 61]",0.3745918010061168
staffordshire_bull_terrier_71,2,"[29.792, 4.928, 159.936, 171.584]","[57, 0, 73, 79]",0.19449020184221788
keeshond_194,18,"[32.672, 3.584, 156.352, 219.96800000000002]","[73, 60, 76, 79]",0.17457326580513446
english_cocker_spaniel_91,12,"[0.0, 57.16, 152.32, 115.584]","[58, 70, 70, 71]",0.28229405861181683
pomeranian_77,24,"[87.36, 72.392, 74.816, 98.11200000000001]","[78, 70, 78, 77]",0.6226060557705762
Birman_75,6,"[42.112, 17.136, 181.888, 192.192]","[67, 39, 70, 64]",0.1281559163332562
beagle_88,3,"[71.232, 92.55199999999999, 69.888, 56.896]","[75, 86, 68, 58]",0.7528299312480338
Birman_31,6,"[49.879999999999995, 23.296, 142.464, 196.672]","[61, 29, 68, 67]",0.16260580552760925
British_Shorthair_43,9,"[54.472, 15.68, 123.2, 158.144]","[108, 26, 72, 66]",0.23416787812192463
beagle_24,4,"[37.632, 78.736, 106.176, 75.264]","[23, 66, 73, 72]",0.35340033930344394
Maine_Coon_75,20,"[33.376, 25.088, 157.696, 194.43200000000002]","[72, 79, 80, 77]",0.20090571510862407
american_bulldog_39,1,"[0.0, 31.584, 163.968, 163.968]","[83, 53, 74, 66]",0.18165922476219729
Maine_Coon_67,20,"[65.856, 13.44, 96.32000000000001, 164.416]","[71, 0, 79, 99]",0.3999950499189352
Egyptian_Mau_29,5,"[19.04, 52.946666666666665, 170.61333333333334, 118.72]","[83, 69, 102, 68]",0.3424303332662077
Birman_95,6,"[48.647999999999996, 66.304, 99.456, 87.808]","[78, 71, 69, 64]",0.5056662764388711
leonberger_196,19,"[39.2, 71.68, 136.64000000000001, 124.992]","[101, 69, 74, 85]",0.35258436103838436
english_cocker_spaniel_38,12,"[74.632, 25.088, 64.512, 127.232]","[70, 32, 75, 73]",0.5248025587633695
german_shorthaired_49,14,"[37.896, 8.512, 126.784, 176.512]","[79, 67, 80, 79]",0.2824089089277798
