index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
British_Shorthair_98,9,"[37.928, 1.344, 153.66400000000002, 222.656]","[36, 37, 141, 106]",0.4283044849082868
basset_hound_64,4,"[25.136, 1.344, 155.45600000000002, 173.824]","[64, 0, 131, 147]",0.579667603898803
basset_hound_92,3,"[54.576, 32.704, 105.72800000000001, 162.17600000000002]","[60, 42, 97, 95]",0.5374260802182329
Bombay_58,7,"[32.704, 80.864, 190.848, 114.688]","[94, 93, 62, 73]",0.20678020293449687
pomeranian_200,29,"[85.568, 92.06400000000001, 95.872, 73.024]","[74, 85, 89, 73]",0.6083547020623054
Birman_192,26,"[77.504, 64.776, 66.752, 119.168]","[74, 80, 92, 77]",0.5192452483153608
Egyptian_Mau_75,11,"[27.776, 47.088, 182.336, 114.24000000000001]","[73, 56, 107, 90]",0.4623125355793422
scottish_terrier_192,30,"[13.44, 41.032, 165.312, 120.96000000000001]","[58, 79, 119, 73]",0.43443385616065144
american_bulldog_30,1,"[42.824, 47.04, 136.64000000000001, 170.24]","[74, 58, 91, 74]",0.28949005454209287
leonberger_45,19,"[16.576, 37.896, 140.672, 148.288]","[32, 49, 124, 114]",0.6776615840979144
Birman_58,6,"[44.576, 2.24, 150.976, 213.696]","[63, 39, 115, 107]",0.3813970329234282
leonberger_46,19,"[97.664, 89.864, 76.608, 71.232]","[81, 98, 82, 62]",0.6241546890887869
British_Shorthair_29,9,"[5.376, 59.848, 138.88, 125.888]","[52, 65, 107, 107]",0.5178860747335992
Maine_Coon_36,5,"[66.304, 93.44800000000001, 84.224, 65.408]","[90, 88, 63, 77]",0.6185084122115597
samoyed_62,29,"[19.712, 34.272, 203.84, 160.832]","[16, 44, 99, 77]",0.221869252644664
Siamese_250,32,"[30.526315789473685, 42.94736842105263, 130.52631578947367, 120.42105263157895]","[119, 60, 44, 43]",0.11443361336524042
shiba_inu_25,31,"[67.2, 67.464, 90.048, 111.104]","[53, 62, 70, 74]",0.33663551649010987
basset_hound_192,3,"[0.0, 51.2, 224.0, 124.544]","[78, 79, 111, 92]",0.36604963478197033
Russian_Blue_236,27,"[58.24, 39.413333333333334, 132.90666666666667, 153.06666666666666]","[73, 64, 112, 99]",0.5450368006890342
american_pit_bull_terrier_33,1,"[56.448, 55.775999999999996, 115.136, 139.776]","[83, 57, 74, 58]",0.2666956720206789
american_bulldog_65,28,"[66.752, 80.904, 90.048, 104.384]","[55, 77, 124, 64]",0.4538329261623611
Siamese_257,6,"[0.0, 4.0, 224.0, 212.05333333333334]","[0, 39, 146, 131]",0.40265308368065533
english_cocker_spaniel_45,12,"[77.32, 42.56, 82.432, 158.144]","[71, 41, 100, 83]",0.45909351418682626
chihuahua_67,10,"[92.288, 61.64, 109.76, 115.584]","[104, 69, 95, 73]",0.5466440773627913
staffordshire_bull_terrier_45,1,"[38.528, 54.024, 79.744, 117.824]","[121, 102, 29, 47]",0.0
Bengal_96,5,"[40.32, 41.44, 175.616, 154.112]","[57, 74, 108, 109]",0.4349603964524229
american_bulldog_74,1,"[38.448, 54.656, 132.16, 169.344]","[49, 63, 111, 120]",0.5951608851773156
boxer_29,8,"[0.0, 46.824, 199.36, 137.088]","[66, 64, 125, 94]",0.42993262379858305
Bombay_78,7,"[3.584, 66.976, 174.72, 115.584]","[90, 74, 101, 85]",0.3528175821151588
chihuahua_38,10,"[37.184, 5.376, 185.472, 218.624]","[46, 54, 146, 103]",0.3708633264350525
samoyed_75,29,"[37.896, 33.152, 147.84, 190.848]","[76, 60, 85, 59]",0.17774253520763833
Ragdoll_42,26,"[0.448, 38.448, 199.36, 147.84]","[61, 87, 121, 78]",0.32022113620729187
shiba_inu_52,31,"[44.800000000000004, 28.0, 102.592, 167.552]","[59, 38, 103, 79]",0.38067750450752147
wheaten_terrier_90,35,"[60.032000000000004, 29.240000000000002, 102.144, 133.504]","[68, 41, 87, 91]",0.5805685498877227
pug_68,25,"[96.768, 78.664, 58.24, 76.16]","[84, 68, 62, 63]",0.4469431405100117
saint_bernard_43,28,"[14.784, 41.888, 149.632, 154.112]","[81, 70, 88, 60]",0.21448180017739218
wheaten_terrier_1,35,"[49.728, 28.896, 174.272, 166.208]","[41, 31, 149, 136]",0.632685510078437
german_shorthaired_39,14,"[45.696, 69.144, 111.552, 103.04]","[59, 75, 119, 96]",0.6993512735356957
basset_hound_1,3,"[46.592, 47.304, 158.144, 120.06400000000001]","[59, 79, 132, 75]",0.521398367653264
yorkshire_terrier_76,36,"[39.879999999999995, 0.448, 145.6, 168.0]","[56, 61, 123, 108]",0.5388017365456361
Ragdoll_92,26,"[0.448, 28.0, 223.552, 163.52]","[38, 64, 186, 99]",0.5037310257921489
saint_bernard_98,28,"[45.248, 67.912, 77.056, 71.68]","[55, 76, 82, 62]",0.6485089885594183
wheaten_terrier_52,15,"[58.856, 86.912, 112.0, 70.336]","[72, 70, 111, 107]",0.5431502230231773
Maine_Coon_48,20,"[65.408, 38.480000000000004, 156.352, 151.424]","[96, 57, 95, 84]",0.3370580749975174
newfoundland_59,22,"[56.712, 72.57600000000001, 106.624, 151.424]","[61, 78, 98, 100]",0.6069828079160658
american_pit_bull_terrier_55,2,"[47.752, 8.064, 131.712, 211.008]","[86, 19, 101, 100]",0.3274167107489563
British_Shorthair_44,9,"[21.344, 15.68, 142.464, 208.32]","[35, 42, 119, 147]",0.5894245156218301
american_pit_bull_terrier_91,2,"[77.056, 72.84, 82.432, 113.34400000000001]","[65, 95, 117, 76]",0.5233628854147305
saint_bernard_32,28,"[56.896, 52.232, 166.656, 133.952]","[56, 80, 110, 83]",0.4043004653661747
Maine_Coon_81,20,"[46.408, 6.272, 140.224, 217.728]","[62, 40, 111, 116]",0.4217395528202998
shiba_inu_32,31,"[62.048, 3.584, 125.888, 202.496]","[60, 25, 88, 86]",0.2879806762467869
saint_bernard_79,28,"[59.36, 57.792, 132.608, 166.208]","[69, 64, 119, 97]",0.5237174528627107
wheaten_terrier_96,35,"[56.896, 67.464, 107.52, 116.48]","[101, 77, 80, 80]",0.3662846253795923
beagle_75,4,"[0.0, 44.168, 224.0, 125.44]","[27, 69, 159, 91]",0.5149374202806123
beagle_32,2,"[1.344, 37.0, 159.488, 147.392]","[58, 50, 98, 73]",0.3043315738021243
Sphynx_222,10,"[6.333333333333334, 7.777777777777778, 194.44444444444446, 216.22222222222223]","[56, 53, 131, 133]",0.4144069886947584
japanese_chin_54,17,"[75.712, 78.624, 89.60000000000001, 101.696]","[91, 86, 86, 72]",0.5375461184619165
wheaten_terrier_99,35,"[34.272, 27.328, 125.44, 161.28]","[39, 32, 86, 89]",0.3783309733863784
Maine_Coon_262,20,"[0.0, 10.96, 224.0, 197.12]","[51, 59, 140, 99]",0.31389508928571425
British_Shorthair_51,9,"[44.616, 4.48, 141.12, 219.52]","[52, 50, 130, 136]",0.5707154095846307
leonberger_9,19,"[24.64, 53.088, 168.448, 129.024]","[91, 46, 133, 104]",0.38537875459813586
Siamese_70,32,"[58.912, 20.16, 85.568, 189.504]","[68, 45, 85, 90]",0.40531664184003297
japanese_chin_76,17,"[4.48, 9.824, 215.488, 205.632]","[17, 36, 172, 117]",0.4541512550966333
english_setter_51,12,"[61.376000000000005, 85.384, 106.624, 100.8]","[96, 110, 66, 73]",0.4482819913679758
staffordshire_bull_terrier_71,2,"[29.792, 4.928, 159.936, 171.584]","[38, 0, 116, 123]",0.4889091122494043
keeshond_194,18,"[32.672, 3.584, 156.352, 219.96800000000002]","[48, 38, 137, 128]",0.509879545163031
english_cocker_spaniel_91,12,"[0.0, 57.16, 152.32, 115.584]","[53, 70, 102, 83]",0.4623889325580447
pomeranian_77,24,"[87.36, 72.392, 74.816, 98.11200000000001]","[83, 87, 69, 50]",0.4276067018857659
Birman_75,32,"[42.112, 17.136, 181.888, 192.192]","[43, 36, 122, 79]",0.2757068575044472
beagle_88,4,"[71.232, 92.55199999999999, 69.888, 56.896]","[78, 82, 53, 57]",0.5427599479697748
Birman_31,6,"[49.879999999999995, 23.296, 142.464, 196.672]","[37, 46, 118, 87]",0.31385307441991595
British_Shorthair_43,9,"[54.472, 15.68, 123.2, 158.144]","[85, 17, 102, 87]",0.397265974041291
beagle_24,4,"[37.632, 78.736, 106.176, 75.264]","[26, 78, 62, 56]",0.3206953347247484
Maine_Coon_75,20,"[33.376, 25.088, 157.696, 194.43200000000002]","[56, 61, 137, 123]",0.5376949521568697
american_bulldog_39,1,"[0.0, 31.584, 163.968, 163.968]","[77, 54, 86, 64]",0.20471997811038778
Maine_Coon_67,20,"[65.856, 13.44, 96.32000000000001, 164.416]","[67, 0, 102, 150]",0.7165229158471572
Egyptian_Mau_29,11,"[19.04, 52.946666666666665, 170.61333333333334, 118.72]","[66, 84, 105, 47]",0.24364095943897562
Birman_95,6,"[48.647999999999996, 66.304, 99.456, 87.808]","[69, 76, 89, 86]",0.6053031784450187
leonberger_196,19,"[39.2, 71.68, 136.64000000000001, 124.992]","[107, 77, 71, 85]",0.33896583159537036
english_cocker_spaniel_38,12,"[74.632, 25.088, 64.512, 127.232]","[71, 34, 82, 68]",0.46682285908624005
german_shorthaired_49,14,"[37.896, 8.512, 126.784, 176.512]","[62, 59, 92, 97]",0.39876852899865617
Bengal_72,5,"[70.112, 54.208, 70.336, 128.12800000000001]","[68, 63, 86, 107]",0.7041458130392833
shiba_inu_90,24,"[41.928, 21.952, 142.464, 202.048]","[37, 65, 153, 86]",0.41265175858183034
american_pit_bull_terrier_19,34,"[65.672, 26.88, 93.184, 197.12]","[77, 33, 89, 83]",0.3583097461638197
British_Shorthair_45,9,"[34.944, 43.272, 160.832, 142.464]","[40, 67, 144, 106]",0.666178727758513
scottish_terrier_19,30,"[62.72, 65.224, 60.032000000000004, 75.264]","[81, 75, 57, 57]",0.44174757212351823
havanese_71,16,"[10.304, 43.96, 179.648, 141.12]","[103, 57, 81, 84]",0.26838197872665276
basset_hound_24,3,"[47.488, 48.647999999999996, 107.52, 133.056]","[68, 58, 91, 85]",0.5049796479753366
miniature_pinscher_60,21,"[74.816, 37.896, 106.624, 147.84]","[82, 56, 101, 119]",0.7419531214558758
basset_hound_22,3,"[22.400000000000002, 9.408, 201.6, 214.592]","[32, 57, 146, 146]",0.4927216624297597
leonberger_74,19,"[37.376, 0.0, 154.56, 223.104]","[59, 0, 132, 179]",0.6852081128417842
yorkshire_terrier_27,36,"[42.616, 12.992, 122.304, 196.22400000000002]","[61, 49, 100, 96]",0.4000169991223947
shiba_inu_46,31,"[51.848, 2.688, 109.312, 218.624]","[71, 0, 93, 98]",0.3519131106390204
yorkshire_terrier_95,36,"[45.248, 67.12, 113.34400000000001, 103.04]","[69, 79, 81, 73]",0.5062948313669857
Ragdoll_72,26,"[57.792, 54.879999999999995, 152.32, 125.44]","[62, 69, 100, 78]",0.4082269068341623
Maine_Coon_89,20,"[27.848, 2.24, 168.89600000000002, 219.52]","[93, 36, 108, 90]",0.2492575238731268
english_cocker_spaniel_30,12,"[9.856, 40.096000000000004, 214.144, 142.016]","[167, 107, 11, 8]",0.002893606593278126
saint_bernard_77,28,"[15.824, 12.544, 198.016, 211.45600000000002]","[60, 28, 126, 113]",0.34003897048552145
British_Shorthair_79,20,"[0.0, 41.032, 223.552, 118.272]","[40, 62, 121, 88]",0.40272402798794865
american_bulldog_58,1,"[26.88, 61.64, 170.24, 107.52]","[65, 75, 114, 81]",0.5044742506377551
pug_38,25,"[88.52000000000001, 88.256, 79.296, 133.952]","[99, 80, 81, 78]",0.3953346691546021
scottish_terrier_6,30,"[44.272, 22.400000000000002, 123.2, 193.984]","[77, 44, 79, 70]",0.23139209231876665
Birman_20,6,"[7.168, 44.96, 155.008, 136.64000000000001]","[65, 73, 108, 87]",0.38216794210879435
miniature_pinscher_55,21,"[67.912, 47.488, 84.672, 174.272]","[95, 74, 85, 116]",0.3724165929345732
havanese_96,16,"[68.096, 31.584, 95.424, 163.968]","[71, 46, 96, 72]",0.4190364357706459
Sphynx_231,33,"[7.168, 54.712, 216.832, 124.7232]","[73, 71, 125, 91]",0.420611153404214
British_Shorthair_85,20,"[0.448, 37.448, 163.968, 147.84]","[60, 67, 126, 124]",0.4489066829511006
havanese_69,16,"[56.263999999999996, 20.16, 64.06400000000001, 123.648]","[62, 30, 61, 51]",0.36918025000901894
Russian_Blue_50,27,"[108.864, 72.57600000000001, 80.64, 150.528]","[111, 67, 96, 115]",0.5888409608388793
yorkshire_terrier_5,20,"[34.496, 68.32, 146.048, 88.256]","[58, 80, 69, 71]",0.3800734956598254
german_shorthaired_98,14,"[62.088, 45.248, 94.528, 163.072]","[43, 65, 118, 98]",0.5229284844845669
german_shorthaired_19,14,"[33.6, 36.064, 164.864, 159.04]","[84, 76, 83, 84]",0.2659041887192721
boxer_50,28,"[84.03999999999999, 10.752, 77.056, 189.952]","[70, 0, 92, 99]",0.4013028412052638
Ragdoll_62,6,"[0.448, 40.24, 223.552, 140.224]","[113, 54, 111, 84]",0.2974413569265414
boxer_33,2,"[0.0, 58.952, 203.392, 126.784]","[147, 71, 50, 63]",0.12215527828244979
Bombay_26,7,"[0.448, 28.448, 163.52, 92.736]","[42, 56, 118, 49]",0.3812930150221692
beagle_9,4,"[49.024, 38.976, 142.464, 185.024]","[170, 105, 8, 41]",0.012443445330071358
Sphynx_65,33,"[51.072, 29.344, 119.168, 165.312]","[51, 44, 102, 103]",0.5327251959823608
Egyptian_Mau_82,11,"[50.992000000000004, 28.224, 122.75200000000001, 180.096]","[80, 64, 86, 73]",0.2839805967462701
staffordshire_bull_terrier_63,34,"[44.616, 14.784, 117.376, 180.992]","[78, 56, 96, 94]",0.3528938556258991
Birman_69,6,"[0.0, 1.344, 224.0, 222.208]","[33, 38, 157, 132]",0.41635700399111253
British_Shorthair_91,9,"[25.536, 47.304, 121.408, 135.744]","[59, 81, 96, 80]",0.4108359823465427
Birman_29,6,"[22.472, 29.12, 154.112, 168.448]","[93, 52, 79, 70]",0.21302119458851698
samoyed_60,29,"[40.096000000000004, 37.184, 142.464, 179.648]","[83, 42, 100, 107]",0.41547316407690604
wheaten_terrier_198,35,"[8.376000000000001, 0.448, 209.66400000000002, 223.552]","[33, 63, 152, 161]",0.5221160422187476
boxer_31,8,"[18.272, 11.200000000000001, 194.43200000000002, 212.8]","[41, 49, 135, 94]",0.30670598793725584
havanese_23,16,"[65.408, 19.712, 130.816, 168.448]","[68, 42, 102, 88]",0.4073391187938305
german_shorthaired_21,14,"[70.776, 9.408, 104.83200000000001, 206.976]","[103, 159, 29, 22]",0.029404027331323246
american_pit_bull_terrier_5,34,"[38.81818181818182, 74.18181818181819, 89.6969696969697, 107.15151515151516]","[65, 71, 89, 88]",0.4468540557536258
scottish_terrier_47,30,"[87.176, 47.488, 99.008, 176.064]","[163, 164, 17, 21]",0.020479877946481
Abyssinian_45,0,"[47.1578947368421, 16.53684210526316, 167.41052631578947, 187.45263157894735]","[43, 32, 107, 118]",0.3807511821928636
american_bulldog_95,1,"[0.0, 45.168, 212.352, 141.568]","[51, 58, 133, 100]",0.4424153519162833
american_pit_bull_terrier_29,2,"[10.752, 51.192, 127.68, 141.568]","[27, 63, 110, 99]",0.6024762190852356
great_pyrenees_27,15,"[51.072, 65.632, 146.496, 120.06400000000001]","[43, 59, 99, 85]",0.37746723911674457
chihuahua_54,26,"[41.216, 62.536, 68.544, 112.896]","[63, 96, 65, 58]",0.30832182590169777
pomeranian_32,24,"[49.28, 62.984, 137.984, 122.304]","[64, 78, 106, 85]",0.5338944416249445
saint_bernard_27,28,"[66.752, 53.088, 124.096, 108.416]","[72, 52, 92, 65]",0.43381037719128457
Ragdoll_78,26,"[56.912, 17.024, 126.784, 186.816]","[64, 35, 95, 123]",0.49334439475894587
samoyed_55,29,"[0.0, 37.448, 163.072, 147.84]","[47, 64, 123, 100]",0.46800650864835003
keeshond_40,18,"[73.86666666666667, 78.4, 64.86666666666667, 98.0]","[64, 89, 93, 73]",0.5630072923272036
pomeranian_96,24,"[68.80799999999999, 44.352000000000004, 79.744, 119.168]","[77, 47, 88, 60]",0.40926563736399546
pug_50,25,"[38.344, 43.008, 144.704, 164.864]","[73, 49, 91, 73]",0.27845683557318807
american_bulldog_78,1,"[3.136, 37.896, 188.16, 141.568]","[49, 67, 106, 97]",0.38599812805999434
pomeranian_58,24,"[33.376, 13.888, 161.728, 195.328]","[59, 43, 94, 68]",0.2023424700002749
shiba_inu_55,31,"[35.392, 29.344, 161.28, 166.656]","[41, 56, 96, 79]",0.2821609154414454
Egyptian_Mau_94,11,"[20.148148148148145, 58.074074074074076, 162.37037037037035, 125.62962962962962]","[35, 85, 126, 66]",0.4076764456514255
great_pyrenees_194,15,"[29.568, 37.0, 194.43200000000002, 148.288]","[18, 58, 103, 102]",0.3107458646269442
boxer_80,8,"[27.448, 24.192, 169.344, 198.912]","[27, 60, 125, 119]",0.439319076064111
British_Shorthair_213,9,"[0.448, 41.888, 158.592, 153.66400000000002]","[30, 67, 128, 122]",0.6407909806211359
english_cocker_spaniel_200,12,"[20.16, 41.376, 154.56, 142.464]","[124, 81, 61, 94]",0.20742069642288885
pug_200,25,"[80.64, 70.56, 143.36, 124.69333333333334]","[78, 85, 108, 86]",0.5005204566631591
Abyssinian_9,0,"[0.9955555555555555, 59.306666666666665, 222.50666666666666, 129.92]","[35, 73, 106, 86]",0.31534451173433975
samoyed_200,29,"[93.184, 76.832, 92.736, 109.76]","[78, 72, 86, 86]",0.4860179167159023
British_Shorthair_271,9,"[0.0, 38.91823899371069, 188.42767295597483, 152.85534591194968]","[42, 59, 134, 101]",0.4698950339535445
keeshond_77,18,"[38.4, 14.466666666666667, 147.0, 175.46666666666667]","[55, 56, 114, 94]",0.4154518950437318
Persian_262,23,"[62.00235571260306, 65.7585394581861, 157.77620730270905, 120.04711425206125]","[73, 72, 84, 74]",0.32818427578453563
pug_45,25,"[51.52, 45.96, 153.66400000000002, 139.328]","[56, 64, 122, 92]",0.5242484087838917
British_Shorthair_83,9,"[32.704, 47.752, 133.504, 122.304]","[66, 70, 95, 82]",0.47709242217057934
havanese_91,16,"[12.992, 37.448, 172.928, 147.84]","[39, 80, 119, 82]",0.3816836364197115
Egyptian_Mau_6,11,"[73.65454545454546, 27.694545454545455, 78.19636363636364, 175.94181818181818]","[76, 46, 82, 98]",0.5176230842899346
shiba_inu_50,31,"[37.896, 5.376, 147.84, 214.144]","[47, 30, 111, 96]",0.3365862320584377
Siamese_64,32,"[25.136, 8.512, 133.056, 215.488]","[70, 58, 88, 78]",0.23939756082613226
basset_hound_31,3,"[35.616, 51.072, 152.32, 172.032]","[80, 73, 108, 105]",0.43239243645254105
chihuahua_81,10,"[44.168, 2.688, 133.952, 221.312]","[52, 34, 127, 85]",0.36070677664686024
leonberger_28,19,"[47.04, 37.448, 117.376, 149.184]","[52, 37, 125, 124]",0.7263705564139659
basset_hound_43,3,"[61.192, 25.536, 124.992, 152.32]","[57, 60, 53, 90]",0.22624155849395586
english_cocker_spaniel_78,12,"[74.816, 94.08, 63.168, 80.19200000000001]","[60, 91, 71, 67]",0.5763305868967252
Persian_31,23,"[1.792, 39.688, 220.864, 146.048]","[71, 61, 119, 84]",0.3098886714618151
keeshond_95,18,"[80.64, 61.152, 93.184, 121.85600000000001]","[71, 68, 118, 85]",0.5882658101688858
Persian_68,23,"[19.264, 31.568, 181.44, 162.624]","[44, 44, 92, 89]",0.27749819191016883
shiba_inu_64,31,"[11.648, 52.792, 152.768, 119.168]","[32, 64, 98, 79]",0.4252664515026569
pug_42,25,"[31.808, 20.096, 171.136, 196.672]","[26, 0, 99, 118]",0.25193070791331085
german_shorthaired_195,14,"[0.0, 71.49600000000001, 195.328, 114.24000000000001]","[28, 109, 122, 72]",0.3936494322499642
Bombay_27,7,"[68.096, 52.192, 109.312, 93.632]","[102, 65, 81, 71]",0.5035647980837032
beagle_3,4,"[55.104, 39.24, 130.816, 147.392]","[63, 66, 95, 71]",0.3498220468887684
Egyptian_Mau_73,11,"[35.392, 61.64, 173.824, 113.792]","[42, 72, 128, 91]",0.588884185868519
miniature_pinscher_57,21,"[73.024, 49.544, 88.256, 136.192]","[75, 74, 99, 91]",0.5958345966389532
leonberger_199,19,"[0.448, 49.544, 183.68, 115.584]","[38, 59, 115, 82]",0.44417294534092705
newfoundland_71,22,"[50.624, 69.664, 171.584, 126.336]","[40, 86, 99, 79]",0.31007012672041556
pug_84,25,"[56.896, 66.976, 117.824, 84.672]","[59, 75, 76, 65]",0.4951689091956416
samoyed_192,29,"[86.24000000000001, 59.136, 71.232, 119.616]","[99, 61, 67, 63]",0.40669433679387984
basset_hound_89,3,"[37.68, 24.64, 113.34400000000001, 169.344]","[42, 67, 118, 99]",0.5374451118207637
Sphynx_66,33,"[46.504000000000005, 21.056, 129.92000000000002, 191.744]","[64, 42, 93, 117]",0.43678831884631053
wheaten_terrier_4,35,"[28.448, 177.856, 97.664, 46.144]","[73, 48, 103, 142]",0.034887794395045364
japanese_chin_194,28,"[28.672, 81.312, 136.192, 89.152]","[37, 92, 93, 61]",0.46722932790462784
Siamese_232,32,"[23.0, 5.973333333333334, 177.70666666666668, 218.02666666666667]","[60, 55, 98, 90]",0.2276434974674801
wheaten_terrier_86,35,"[23.744, 98.824, 140.224, 76.16]","[61, 112, 68, 73]",0.3769987205124078
Sphynx_20,33,"[54.92, 49.28, 131.264, 174.72]","[59, 59, 111, 123]",0.5953054175529492
german_shorthaired_64,14,"[28.0, 43.008, 153.66400000000002, 180.992]","[56, 54, 97, 134]",0.46735298348548787
Birman_84,32,"[0.0, 55.368, 224.0, 124.096]","[74, 75, 76, 78]",0.21325655713548958
pug_41,25,"[42.928, 20.16, 89.60000000000001, 165.312]","[37, 36, 104, 79]",0.4437992101497602
newfoundland_49,22,"[88.256, 44.616, 100.8, 133.952]","[66, 56, 112, 91]",0.5259456519700692
Bengal_68,20,"[83.776, 47.712, 139.776, 147.84]","[104, 78, 82, 91]",0.361102656024531
great_pyrenees_40,15,"[24.64, 37.896, 71.68, 126.784]","[35, 62, 75, 91]",0.5400417270235808
Maine_Coon_238,17,"[0.0, 45.18666666666667, 206.82666666666668, 147.84]","[91, 76, 93, 71]",0.2159448298929023
shiba_inu_66,31,"[36.96, 11.200000000000001, 157.248, 179.20000000000002]","[49, 36, 109, 88]",0.34039724329902904
newfoundland_98,22,"[42.112, 47.263999999999996, 121.408, 129.92000000000002]","[42, 62, 124, 99]",0.7498091370968573
keeshond_47,18,"[19.264, 31.136, 189.952, 156.352]","[37, 53, 141, 84]",0.3987962695688104
great_pyrenees_28,15,"[1.344, 5.688000000000001, 222.656, 210.56]","[79, 80, 18, 4]",0.0015357560036729277
leonberger_4,19,"[64.96000000000001, 32.136, 103.488, 161.728]","[55, 55, 133, 106]",0.5522088602482192
japanese_chin_60,17,"[41.664, 28.0, 103.04, 81.08800000000001]","[87, 42, 72, 55]",0.3471738352946382
japanese_chin_39,17,"[32.704, 42.824, 139.776, 114.24000000000001]","[116, 57, 71, 50]",0.16916246961640777
Persian_29,23,"[68.544, 59.36, 117.376, 73.92]","[70, 77, 75, 61]",0.46741939948772687
shiba_inu_92,31,"[82.88, 56.712, 77.504, 94.528]","[95, 66, 61, 62]",0.5162225099474631
havanese_65,16,"[71.68, 49.2, 89.152, 137.536]","[70, 66, 97, 71]",0.49378907327654
miniature_pinscher_194,21,"[50.02666666666667, 64.58666666666667, 102.29333333333334, 110.50666666666667]","[59, 95, 88, 81]",0.6191397065474377
